MUNICODE;MUNINAME;IDHM
2406601;Lagoa Salgada;0.582
3137601;Lagoa Santa;0.777
5212253;Lagoa Santa;0.74
2508307;Lagoa Seca;0.627
4311304;Lagoa Vermelha;0.738
2105708;Lago da Pedra;0.589
2105807;Lago do Junco;0.581
2105948;Lago dos Rodrigues;0.602
3526308;Lagoinha;0.693
2205540;Lagoinha do Piauí;0.597
2105906;Lago Verde;0.557
4209409;Laguna;0.752
5005251;Laguna Carapã;0.672
2918803;Laje;0.586
1712009;Lajeado;0.675
4311403;Lajeado;0.778
4311429;Lajeado do Bugre;0.613
4209458;Lajeado Grande;0.771
2105989;Lajeado Novo;0.589
2918902;Lajedão;0.632
2919009;Lajedinho;0.546
2608800;Lajedo;0.611
2919058;Lajedo do Tabocal;0.584
3302304;Laje do Muriaé;0.668
2406700;Lajes;0.624
2406809;Lajes Pintadas;0.625
3137700;Lajinha;0.661
2919108;Lamarão;0.518
3137809;Lambari;0.711
5105234;Lambari D'Oeste;0.627
3137908;Lamim;0.655
2205607;Landri Sales;0.584
4113205;Lapa;0.706
2919157;Lapão;0.596
3203163;Laranja da Terra;0.656
3138005;Laranjal;0.714
4113254;Laranjal;0.585
1600279;Laranjal do Jari;0.665
3526407;Laranjal Paulista;0.729
2803609;Laranjeiras;0.642
4113304;Laranjeiras do Sul;0.706
3138104;Lassance;0.629
2508406;Lastro;0.533
4209508;Laurentino;0.749
2919207;Lauro de Freitas;0.754
4209607;Lauro Muller;0.735
1712157;Lavandeira;0.66
3526506;Lavínia;0.721
3138203;Lavras;0.782
2307502;Lavras da Mangabeira;0.613
4311502;Lavras do Sul;0.699
3526605;Lavrinhas;0.729
3138302;Leandro Ferreira;0.71
4209706;Lebon Régis;0.649
3526704;Leme;0.744
3138351;Leme do Prado;0.67
2919306;Lençóis;0.623
3526803;Lençóis Paulista;0.764
4209805;Leoberto Leal;0.686
3138401;Leopoldina;0.726
5212303;Leopoldo de Bulhões;0.659
4113403;Leópolis;0.707
4311601;Liberato Salzano;0.685
3138500;Liberdade;0.672
2919405;Licínio de Almeida;0.621
4113429;Lidianópolis;0.68
2106003;Lima Campos;0.581
3138609;Lima Duarte;0.71
3526902;Limeira;0.775
3138625;Limeira do Oeste;0.71
2608909;Limoeiro;0.663
2704203;Limoeiro de Anadia;0.58
1504000;Limoeiro do Ajuru;0.541
2307601;Limoeiro do Norte;0.682
4113452;Lindoeste;0.666
3527009;Lindóia;0.742
4209854;Lindóia do Sul;0.743
4311627;Lindolfo Collor;0.712
4311643;Linha Nova;0.749
3203205;Linhares;0.724
3527108;Lins;0.786
2508505;Livramento;0.566
2919504;Livramento de Nossa Senhora;0.611
1712405;Lizarda;0.57
4113502;Loanda;0.725
4113601;Lobato;0.744
2508554;Logradouro;0.583
4113700;Londrina;0.778
3138658;Lontra;0.646
4209904;Lontras;0.704
3527207;Lorena;0.766
2106102;Loreto;0.582
3527256;Lourdes;0.742
3527306;Louveira;0.777
5105259;Lucas do Rio Verde;0.768
3527405;Lucélia;0.752
2508604;Lucena;0.583
3527504;Lucianópolis;0.733
5105309;Luciara;0.676
2406908;Lucrécia;0.646
3527603;Luís Antônio;0.731
3138674;Luisburgo;0.608
2205706;Luís Correia;0.541
2106201;Luís Domingues;0.588
2919553;Luís Eduardo Magalhães;0.716
2407005;Luís Gomes;0.608
3138682;Luislândia;0.614
4210001;Luiz Alves;0.737
4113734;Luiziana;0.668
3527702;Luiziânia;0.702
3138708;Luminárias;0.678
4113759;Lunardelli;0.69
3527801;Lupércio;0.724
4113809;Lupionópolis;0.71
3527900;Lutécia;0.72
3138807;Luz;0.724
4210035;Luzerna;0.789
5212501;Luziânia;0.701
2205805;Luzilândia;0.545
1712454;Luzinópolis;0.639
3302403;Macaé;0.764
2407104;Macaíba;0.64
2919603;Macajuba;0.524
4311718;Maçambará;0.684
2803708;Macambira;0.583
1600303;Macapá;0.733
2609006;Macaparana;0.609
2919702;Macarani;0.605
3528007;Macatuba;0.77
2407203;Macau;0.665
3528106;Macaubal;0.743
2919801;Macaúbas;0.609
3528205;Macedônia;0.74
2704302;Maceió;0.721
3138906;Machacalis;0.64
4311700;Machadinho;0.692
1100130;Machadinho D'Oeste;0.596
3139003;Machado;0.715
2609105;Machados;0.578
4210050;Macieira;0.662
3302452;Macuco;0.703
2919900;Macururé;0.604
2307635;Madalena;0.61
2205854;Madeiro;0.563
2919926;Madre de Deus;0.708
3139102;Madre de Deus de Minas;0.699
2508703;Mãe D'Água;0.542
1504059;Mãe do Rio;0.599
2919959;Maetinga;0.538
4210100;Mafra;0.777
1504109;Magalhães Barata;0.597
2106300;Magalhães de Almeida;0.567
3528304;Magda;0.753
3302502;Magé;0.709
2920007;Maiquinique;0.576
2920106;Mairi;0.572
3528403;Mairinque;0.743
3528502;Mairiporã;0.788
5212600;Mairipotaba;0.745
4210209;Major Gercino;0.698
2704401;Major Isidoro;0.566
2407252;Major Sales;0.617
4210308;Major Vieira;0.69
3139201;Malacacheta;0.618
2920205;Malhada;0.562
2920304;Malhada de Pedras;0.578
2803807;Malhada dos Bois;0.599
2803906;Malhador;0.587
4113908;Mallet;0.708
2508802;Malta;0.642
2508901;Mamanguape;0.585
5212709;Mambaí;0.626
4114005;Mamborê;0.719
3139250;Mamonas;0.618
4311734;Mampituba;0.649
1302504;Manacapuru;0.614
2509008;Manaíra;0.543
1302553;Manaquiri;0.596
2609154;Manari;0.487
1302603;Manaus;0.737
1200336;Mâncio Lima;0.625
4114104;Mandaguaçu;0.718
4114203;Mandaguari;0.751
4114302;Mandirituba;0.655
3528601;Manduri;0.739
4114351;Manfrinópolis;0.645
3139300;Manga;0.642
3302601;Mangaratiba;0.753
4114401;Mangueirinha;0.688
3139409;Manhuaçu;0.689
3139508;Manhumirim;0.697
1302702;Manicoré;0.582
2205904;Manoel Emídio;0.573
4114500;Manoel Ribas;0.716
1200344;Manoel Urbano;0.551
4311759;Manoel Viana;0.655
2920403;Manoel Vitorino;0.566
2920452;Mansidão;0.599
3139607;Mantena;0.675
3203304;Mantenópolis;0.657
4311775;Maquiné;0.682
1302801;Maraã;0.498
1504208;Marabá;0.668
3528700;Marabá Paulista;0.677
2106326;Maracaçumé;0.582
3528809;Maracaí;0.771
4210407;Maracajá;0.768
5005400;Maracaju;0.736
1504307;Maracanã;0.57
2307650;Maracanaú;0.686
2920502;Maracás;0.607
2704500;Maragogi;0.574
2920601;Maragogipe;0.621
2609204;Maraial;0.534
2106359;Marajá do Sena;0.452
2307700;Maranguape;0.659
2106375;Maranhãozinho;0.55
1504406;Marapanim;0.609
3528858;Marapoama;0.752
5212808;Mara Rosa;0.691
4311791;Maratá;0.697
3203320;Marataízes;0.696
2920700;Maraú;0.593
4311809;Marau;0.774
2704609;Maravilha;0.569
4210506;Maravilha;0.781
3139706;Maravilhas;0.672
2509057;Marcação;0.529
5105580;Marcelândia;0.701
4311908;Marcelino Ramos;0.724
2407302;Marcelino Vieira;0.609
2920809;Marcionílio Souza;0.561
2307809;Marco;0.612
2205953;Marcolândia;0.562
2206001;Marcos Parente;0.59
3139805;Mar de Espanha;0.684
4114609;Marechal Cândido Rondon;0.774
2704708;Marechal Deodoro;0.642
3203346;Marechal Floriano;0.71
1200351;Marechal Thaumaturgo;0.501
4210555;Marema;0.743
2509107;Mari;0.548
3139904;Maria da Fé;0.702
4114708;Maria Helena;0.703
4114807;Marialva;0.735
3140001;Mariana;0.742
4311981;Mariana Pimentel;0.701
4312005;Mariano Moro;0.73
1712504;Marianópolis do Tocantins;0.631
3528908;Mariápolis;0.718
2704807;Maribondo;0.597
3302700;Maricá;0.765
3140100;Marilac;0.615
3203353;Marilândia;0.696
4114906;Marilândia do Sul;0.691
4115002;Marilena;0.681
3529005;Marília;0.798
4115101;Mariluz;0.639
4115200;Maringá;0.808
3529104;Marinópolis;0.731
3140159;Mário Campos;0.699
4115309;Mariópolis;0.698
4115358;Maripá;0.758
3140209;Maripá de Minas;0.68
1504422;Marituba;0.676
2509156;Marizópolis;0.608
3140308;Marliéria;0.657
4115408;Marmeleiro;0.722
3140407;Marmelópolis;0.65
4312054;Marques de Souza;0.687
4115457;Marquinho;0.614
3140506;Martinho Campos;0.669
2307908;Martinópole;0.599
3529203;Martinópolis;0.721
2407401;Martins;0.622
3140530;Martins Soares;0.635
2804003;Maruim;0.618
4115507;Marumbi;0.721
2704906;Mar Vermelho;0.577
5212907;Marzagão;0.699
2920908;Mascote;0.581
2308005;Massapê;0.616
2206050;Massapê do Piauí;0.525
2509206;Massaranduba;0.567
4210605;Massaranduba;0.774
4312104;Mata;0.656
2921005;Mata de São João;0.668
2705002;Mata Grande;0.504
3529302;Matão;0.773
2509305;Mataraca;0.536
2106409;Mata Roma;0.57
3140555;Mata Verde;0.581
1712702;Mateiros;0.607
4115606;Matelândia;0.725
3140605;Materlândia;0.597
3140704;Mateus Leme;0.704
3171501;Mathias Lobato;0.612
3140803;Matias Barbosa;0.72
3140852;Matias Cardoso;0.616
2206100;Matias Olímpio;0.562
2921054;Matina;0.572
2106508;Matinha;0.619
2509339;Matinhas;0.541
4115705;Matinhos;0.743
3140902;Matipó;0.631
4312138;Mato Castelhano;0.727
2106607;Matões;0.55
2106631;Matões do Norte;0.533
2509370;Mato Grosso;0.565
4312153;Mato Leitão;0.746
4312179;Mato Queimado;0.717
4115739;Mato Rico;0.632
4210704;Matos Costa;0.657
3141009;Mato Verde;0.662
3141108;Matozinhos;0.731
5212956;Matrinchã;0.679
2705101;Matriz de Camaragibe;0.584
5105606;Matupá;0.716
2509396;Maturéia;0.572
3141207;Matutina;0.707
3529401;Mauá;0.766
4115754;Mauá da Serra;0.652
1302900;Maués;0.588
5213004;Maurilândia;0.677
1712801;Maurilândia do Tocantins;0.58
2308104;Mauriti;0.605
2407500;Maxaranguape;0.608
4312203;Maximiliano de Almeida;0.699
1600402;Mazagão;0.592
3141306;Medeiros;0.711
2921104;Medeiros Neto;0.625
4115804;Medianeira;0.763
1504455;Medicilândia;0.582
3141405;Medina;0.624
4210803;Meleiro;0.738
1504505;Melgaço;0.418
3302809;Mendes;0.736
3141504;Mendes Pimentel;0.626
3529500;Mendonça;0.744
4115853;Mercedes;0.74
3141603;Mercês;0.664
3529609;Meridiano;0.731
2308203;Meruoca;0.618
3529658;Mesópolis;0.724
3141702;Mesquita;0.656
3302858;Mesquita;0.737
2705200;Messias;0.568
2407609;Messias Targino;0.644
2206209;Miguel Alves;0.539
2921203;Miguel Calmon;0.586
2206308;Miguel Leão;0.623
3529708;Miguelópolis;0.741
3302908;Miguel Pereira;0.745
2308302;Milagres;0.628
2921302;Milagres;0.622
2106672;Milagres do Maranhão;0.527
2308351;Milhã;0.626
2206357;Milton Brandão;0.508
5213053;Mimoso de Goiás;0.665
3203403;Mimoso do Sul;0.67
5213087;Minaçu;0.707
2705309;Minador do Negrão;0.563
4312252;Minas do Leão;0.681
3141801;Minas Novas;0.633
3141900;Minduri;0.658
5213103;Mineiros;0.718
3529807;Mineiros do Tietê;0.73
1101203;Ministro Andreazza;0.638
3142007;Mirabela;0.665
3529906;Miracatu;0.697
3303005;Miracema;0.713
1713205;Miracema do Tocantins;0.684
2106706;Mirador;0.545
4115903;Mirador;0.68
3142106;Miradouro;0.663
3530003;Mira Estrela;0.743
4312302;Miraguaí;0.725
3142205;Miraí;0.68
2308377;Miraíma;0.592
5005608;Miranda;0.632
2106755;Miranda do Norte;0.61
2609303;Mirandiba;0.591
3530102;Mirandópolis;0.751
2921401;Mirangaba;0.542
1713304;Miranorte;0.662
2921450;Mirante;0.527
1101302;Mirante da Serra;0.643
3530201;Mirante do Paranapanema;0.724
4116000;Miraselva;0.748
3530300;Mirassol;0.762
3530409;Mirassolândia;0.738
5105622;Mirassol D'Oeste;0.704
3142254;Miravânia;0.593
4210852;Mirim Doce;0.708
2106805;Mirinzal;0.622
4116059;Missal;0.711
2308401;Missão Velha;0.622
1504604;Mocajuba;0.575
3530508;Mococa;0.762
4210902;Modelo;0.76
3142304;Moeda;0.638
3142403;Moema;0.721
2509404;Mogeiro;0.574
3530607;Mogi das Cruzes;0.783
3530706;Mogi Guaçu;0.774
3530805;Mogi Mirim;0.784
5213400;Moiporá;0.696
2804102;Moita Bonita;0.587
1504703;Moju;0.547
2308500;Mombaça;0.582
3530904;Mombuca;0.719
2106904;Monção;0.546
3531001;Monções;0.772
4211009;Mondaí;0.748
3531100;Mongaguá;0.754
3142502;Monjolos;0.65
2206407;Monsenhor Gil;0.615
2206506;Monsenhor Hipólito;0.561
3142601;Monsenhor Paulo;0.721
2308609;Monsenhor Tabosa;0.61
2509503;Montadas;0.59
3142700;Montalvânia;0.613
3203502;Montanha;0.667
2407708;Montanhas;0.557
4312351;Montauri;0.764
1504802;Monte Alegre;0.589
2407807;Monte Alegre;0.609
5213509;Monte Alegre de Goiás;0.615
3142809;Monte Alegre de Minas;0.674
2804201;Monte Alegre de Sergipe;0.553
2206605;Monte Alegre do Piauí;0.578
4312377;Monte Alegre dos Campos;0.65
3531209;Monte Alegre do Sul;0.759
3531308;Monte Alto;0.768
3531407;Monte Aprazível;0.785
3142908;Monte Azul;0.659
3531506;Monte Azul Paulista;0.753
3143005;Monte Belo;0.688
4312385;Monte Belo do Sul;0.752
4211058;Monte Carlo;0.643
3143104;Monte Carmelo;0.728
3531605;Monte Castelo;0.741
4211108;Monte Castelo;0.675
2407906;Monte das Gameleiras;0.598
1713601;Monte do Carmo;0.622
3143153;Monte Formoso;0.541
2509602;Monte Horebe;0.587
2509701;Monteiro;0.628
3531704;Monteiro Lobato;0.71
2705408;Monteirópolis;0.539
3531803;Monte Mor;0.733
1101401;Monte Negro;0.607
4312401;Montenegro;0.755
2107001;Montes Altos;0.575
2921500;Monte Santo;0.506
3143203;Monte Santo de Minas;0.71
1713700;Monte Santo do Tocantins;0.62
3143302;Montes Claros;0.77
5213707;Montes Claros de Goiás;0.707
3143401;Monte Sião;0.724
3143450;Montezuma;0.587
5213756;Montividiu;0.733
5213772;Montividiu do Norte;0.613
2308708;Morada Nova;0.61
3143500;Morada Nova de Minas;0.696
2308807;Moraújo;0.581
2614303;Moreilândia;0.6
4116109;Moreira Sales;0.675
2609402;Moreno;0.652
4312427;Mormaço;0.714
2921609;Morpará;0.558
4116208;Morretes;0.686
2308906;Morrinhos;0.588
5213806;Morrinhos;0.734
4312443;Morrinhos do Sul;0.711
3531902;Morro Agudo;0.712
5213855;Morro Agudo de Goiás;0.695
2206654;Morro Cabeça no Tempo;0.542
4211207;Morro da Fumaça;0.738
3143609;Morro da Garça;0.648
2921708;Morro do Chapéu;0.588
2206670;Morro do Chapéu do Piauí;0.55
3143708;Morro do Pilar;0.597
4211256;Morro Grande;0.701
4312450;Morro Redondo;0.702
4312476;Morro Reuter;0.743
2107100;Morros;0.548
2921807;Mortugaba;0.618
3532009;Morungaba;0.715
5213905;Mossâmedes;0.706
2408003;Mossoró;0.72
4312500;Mostardas;0.664
3532058;Motuca;0.741
5214002;Mozarlândia;0.683
1504901;Muaná;0.547
1400308;Mucajaí;0.665
2309003;Mucambo;0.607
2921906;Mucugê;0.606
4312609;Muçum;0.746
2922003;Mucuri;0.665
3203601;Mucurici;0.666
4312617;Muitos Capões;0.702
4312625;Muliterno;0.689
2309102;Mulungu;0.607
2509800;Mulungu;0.565
2922052;Mulungu do Morro;0.566
2922102;Mundo Novo;0.59
5005681;Mundo Novo;0.686
5214051;Mundo Novo;0.634
3143807;Munhoz;0.647
4116307;Munhoz de Melo;0.726
2922201;Muniz Ferreira;0.617
3203700;Muniz Freire;0.645
2922250;Muquém de São Francisco;0.549
3203809;Muqui;0.694
3143906;Muriaé;0.734
2804300;Muribeca;0.626
2705507;Murici;0.527
2206696;Murici dos Portelas;0.53
1713957;Muricilândia;0.596
2922300;Muritiba;0.66
3532108;Murutinga do Sul;0.726
2922409;Mutuípe;0.601
3144003;Mutum;0.644
5214101;Mutunópolis;0.68
3144102;Muzambinho;0.74
3144201;Nacip Raydan;0.585
3532157;Nantes;0.714
3144300;Nanuque;0.701
4312658;Não-Me-Toque;0.765
3144359;Naque;0.675
3532207;Narandiba;0.718
2408102;Natal;0.763
3144375;Natalândia;0.671
3144409;Natércia;0.693
1714203;Natividade;0.673
3303104;Natividade;0.73
3532306;Natividade da Serra;0.655
2509909;Natuba;0.541
4211306;Navegantes;0.736
5005707;Naviraí;0.7
1714302;Nazaré;0.643
2922508;Nazaré;0.641
2609501;Nazaré da Mata;0.662
2206704;Nazaré do Piauí;0.576
3144508;Nazareno;0.69
3532405;Nazaré Paulista;0.678
2510006;Nazarezinho;0.562
2206720;Nazária;0.602
5214408;Nazário;0.71
2804409;Neópolis;0.589
3144607;Nepomuceno;0.667
5214507;Nerópolis;0.721
3532504;Neves Paulista;0.754
1303007;Nhamundá;0.586
3532603;Nhandeara;0.751
4312674;Nicolau Vergueiro;0.753
2922607;Nilo Peçanha;0.547
3303203;Nilópolis;0.753
2107209;Nina Rodrigues;0.585
3144656;Ninheira;0.556
5005806;Nioaque;0.639
3532702;Nipoã;0.713
5214606;Niquelândia;0.715
2408201;Nísia Floresta;0.622
3303302;Niterói;0.837
5105903;Nobres;0.699
4312708;Nonoai;0.702
2922656;Nordestina;0.56
1400407;Normandia;0.594
5106000;Nortelândia;0.702
2804458;Nossa Senhora Aparecida;0.577
2804508;Nossa Senhora da Glória;0.587
2804607;Nossa Senhora das Dores;0.6
4116406;Nossa Senhora das Graças;0.709
2804706;Nossa Senhora de Lourdes;0.598
2206753;Nossa Senhora de Nazaré;0.586
5106109;Nossa Senhora do Livramento;0.638
2804805;Nossa Senhora do Socorro;0.664
2206803;Nossa Senhora dos Remédios;0.533
3532801;Nova Aliança;0.738
4116505;Nova Aliança do Ivaí;0.717
4312757;Nova Alvorada;0.74
5006002;Nova Alvorada do Sul;0.694
5214705;Nova América;0.678
4116604;Nova América da Colina;0.698
5006200;Nova Andradina;0.721
4312807;Nova Araçá;0.785
4116703;Nova Aurora;0.733
5214804;Nova Aurora;0.747
5106158;Nova Bandeirantes;0.65
4312906;Nova Bassano;0.747
3144672;Nova Belém;0.592
4312955;Nova Boa Vista;0.768
5106208;Nova Brasilândia;0.651
1100148;Nova Brasilândia D'Oeste;0.643
4313003;Nova Bréscia;0.778
3532827;Nova Campina;0.651
2922706;Nova Canaã;0.545
5106216;Nova Canaã do Norte;0.686
3532843;Nova Canaã Paulista;0.715
4313011;Nova Candelária;0.759
4116802;Nova Cantu;0.658
3532868;Nova Castilho;0.756
2107258;Nova Colinas;0.566
5214838;Nova Crixás;0.643
2408300;Nova Cruz;0.629
3144706;Nova Era;0.709
4211405;Nova Erechim;0.765
4116901;Nova Esperança;0.722
1504950;Nova Esperança do Piriá;0.502
4116950;Nova Esperança do Sudoeste;0.714
4313037;Nova Esperança do Sul;0.735
3532900;Nova Europa;0.765
2922730;Nova Fátima;0.597
4117008;Nova Fátima;0.688
2510105;Nova Floresta;0.601
3303401;Nova Friburgo;0.745
5214861;Nova Glória;0.681
3533007;Nova Granada;0.739
5108808;Nova Guarita;0.688
3533106;Nova Guataporanga;0.726
4313060;Nova Hartz;0.689
2922755;Nova Ibiá;0.57
3303500;Nova Iguaçu;0.713
5214879;Nova Iguaçu de Goiás;0.655
3533205;Nova Independência;0.735
2107308;Nova Iorque;0.584
1504976;Nova Ipixuna;0.581
3533254;Novais;0.719
4211454;Nova Itaberaba;0.736
2922805;Nova Itarana;0.524
5106182;Nova Lacerda;0.636
4117057;Nova Laranjeiras;0.642
3144805;Nova Lima;0.813
4117107;Nova Londrina;0.758
3533304;Nova Luzitânia;0.743
1100338;Nova Mamoré;0.587
5108857;Nova Marilândia;0.704
5108907;Nova Maringá;0.663
3144904;Nova Módica;0.63
5108956;Nova Monte Verde;0.691
5106224;Nova Mutum;0.758
5106174;Nova Nazaré;0.595
3533403;Nova Odessa;0.791
4117206;Nova Olímpia;0.71
5106232;Nova Olímpia;0.682
1714880;Nova Olinda;0.631
2309201;Nova Olinda;0.625
2510204;Nova Olinda;0.573
2107357;Nova Olinda do Maranhão;0.581
1303106;Nova Olinda do Norte;0.558
4313086;Nova Pádua;0.761
4313102;Nova Palma;0.744
2510303;Nova Palmeira;0.595
4313201;Nova Petrópolis;0.78
3145000;Nova Ponte;0.701
3145059;Nova Porteirinha;0.641
4313300;Nova Prata;0.766
4117255;Nova Prata do Iguaçu;0.716
4313334;Nova Ramada;0.742
2922854;Nova Redenção;0.567
3145109;Nova Resende;0.671
5214903;Nova Roma;0.634
4313359;Nova Roma do Sul;0.741
1715002;Nova Rosalândia;0.661
2309300;Nova Russas;0.614
4117214;Nova Santa Bárbara;0.68
5106190;Nova Santa Helena;0.714
2207959;Nova Santa Rita;0.554
4313375;Nova Santa Rita;0.718
4117222;Nova Santa Rosa;0.731
3145208;Nova Serrana;0.715
2922904;Nova Soure;0.555
4117271;Nova Tebas;0.651
1505007;Nova Timboteua;0.609
4211504;Nova Trento;0.748
5106240;Nova Ubiratã;0.669
1101435;Nova União;0.587
3136603;Nova União;0.662
3203908;Nova Venécia;0.712
4211603;Nova Veneza;0.768
5215009;Nova Veneza;0.718
2923001;Nova Viçosa;0.654
5106257;Nova Xavantina;0.704
1715101;Novo Acordo;0.639
1303205;Novo Airão;0.57
1715150;Novo Alegre;0.699
1303304;Novo Aripuanã;0.554
4313490;Novo Barreiro;0.706
5215207;Novo Brasil;0.699
4313391;Novo Cabrais;0.688
3145307;Novo Cruzeiro;0.571
5215231;Novo Gama;0.684
4313409;Novo Hamburgo;0.747
2923035;Novo Horizonte;0.597
3533502;Novo Horizonte;0.753
4211652;Novo Horizonte;0.706
5106273;Novo Horizonte do Norte;0.664
1100502;Novo Horizonte do Oeste;0.634
5006259;Novo Horizonte do Sul;0.649
4117297;Novo Itacolomi;0.71
1715259;Novo Jardim;0.596
2705606;Novo Lino;0.521
4313425;Novo Machado;0.663
5106265;Novo Mundo;0.674
2309409;Novo Oriente;0.605
3145356;Novo Oriente de Minas;0.555
2206902;Novo Oriente do Piauí;0.562
5215256;Novo Planalto;0.658
1505031;Novo Progresso;0.673
1505064;Novo Repartimento;0.537
3145372;Novorizonte;0.616
2206951;Novo Santo Antônio;0.528
5106315;Novo Santo Antônio;0.653
5106281;Novo São Joaquim;0.649
4313441;Novo Tiradentes;0.676
2923050;Novo Triunfo;0.554
4313466;Novo Xingu;0.767
3533601;Nuporanga;0.746
1505106;Óbidos;0.594
2309458;Ocara;0.594
3533700;Ocauçu;0.717
2207009;Oeiras;0.634
1505205;Oeiras do Pará;0.507
1600501;Oiapoque;0.658
3145406;Olaria;0.636
3533809;Óleo;0.73
2510402;Olho D'Água;0.572
2107407;Olho D'Água das Cunhãs;0.589
2705705;Olho D'Água das Flores;0.565
2408409;Olho-D'Água do Borges;0.585
2705804;Olho D'Água do Casado;0.525
2207108;Olho D'Água do Piauí;0.576
2705903;Olho D'Água Grande;0.503
3145455;Olhos-D'Água;0.626
3533908;Olímpia;0.773
3145505;Olímpio Noronha;0.674
2609600;Olinda;0.735
2107456;Olinda Nova do Maranhão;0.575
2923100;Olindina;0.559
2510501;Olivedos;0.603
3145604;Oliveira;0.699
1715507;Oliveira de Fátima;0.675
2923209;Oliveira dos Brejinhos;0.554
3145703;Oliveira Fortes;0.635
2706000;Olivença;0.493
3145802;Onça de Pitangui;0.663
3534005;Onda Verde;0.738
3145851;Oratórios;0.637
3534104;Oriente;0.77
3534203;Orindiúva;0.767
1505304;Oriximiná;0.623
3145877;Orizânia;0.562
5215306;Orizona;0.715
3534302;Orlândia;0.78
4211702;Orleans;0.755
2609709;Orobó;0.61
2609808;Orocó;0.61
2309508;Orós;0.636
4117305;Ortigueira;0.609
3534401;Osasco;0.776
3534500;Oscar Bressane;0.749
4313508;Osório;0.751
3534609;Osvaldo Cruz;0.762
4211751;Otacílio Costa;0.74
1505403;Ourém;0.568
2923308;Ouriçangas;0.607
2609907;Ouricuri;0.572
1505437;Ourilândia do Norte;0.624
3534708;Ourinhos;0.778
4117404;Ourizona;0.72
4211801;Ouro;0.774
2408508;Ouro Branco;0.645
2706109;Ouro Branco;0.547
3145901;Ouro Branco;0.764
3534757;Ouroeste;0.77
3146008;Ouro Fino;0.722
2923357;Ourolândia;0.56
3146107;Ouro Preto;0.741
1100155;Ouro Preto do Oeste;0.682
2510600;Ouro Velho;0.614
3534807;Ouro Verde;0.692
4211850;Ouro Verde;0.695
5215405;Ouro Verde de Goiás;0.719
3146206;Ouro Verde de Minas;0.595
4117453;Ouro Verde do Oeste;0.709
5215504;Ouvidor;0.747
3534906;Pacaembu;0.725
1505486;Pacajá;0.515
2309607;Pacajus;0.659
1400456;Pacaraima;0.65
2309706;Pacatuba;0.675
2804904;Pacatuba;0.555
2107506;Paço do Lumiar;0.724
2309805;Pacoti;0.635
2309904;Pacujá;0.621
5215603;Padre Bernardo;0.651
3146255;Padre Carvalho;0.599
2207207;Padre Marcos;0.541
3146305;Padre Paraíso;0.596
2207306;Paes Landim;0.575
4211876;Paial;0.718
4117503;Paiçandu;0.716
4313607;Paim Filho;0.706
3146404;Paineiras;0.669
4211892;Painel;0.664
3146503;Pains;0.728
3146552;Pai Pedro;0.59
3146602;Paiva;0.72
2207355;Pajeú do Piauí;0.559
2706208;Palestina;0.558
3535002;Palestina;0.732
5215652;Palestina de Goiás;0.713
1505494;Palestina do Pará;0.589
2310001;Palhano;0.638
4211900;Palhoça;0.757
3146701;Palma;0.703
2310100;Palmácia;0.622
2610004;Palmares;0.622
4313656;Palmares do Sul;0.715
3535101;Palmares Paulista;0.722
1721000;Palmas;0.788
4117602;Palmas;0.66
2923407;Palmas de Monte Alto;0.586
4212007;Palma Sola;0.704
4117701;Palmeira;0.718
4212056;Palmeira;0.671
4313706;Palmeira das Missões;0.737
3535200;Palmeira D'Oeste;0.753
2207405;Palmeira do Piauí;0.557
2706307;Palmeira dos Índios;0.638
2207504;Palmeirais;0.562
2107605;Palmeirândia;0.556
1715705;Palmeirante;0.571
2923506;Palmeiras;0.643
5215702;Palmeiras de Goiás;0.698
1713809;Palmeiras do Tocantins;0.628
2610103;Palmeirina;0.549
1715754;Palmeirópolis;0.673
5215801;Palmelo;0.73
5215900;Palminópolis;0.722
3535309;Palmital;0.746
4117800;Palmital;0.639
4313805;Palmitinho;0.72
4212106;Palmitos;0.737
3146750;Palmópolis;0.565
4117909;Palotina;0.768
5216007;Panamá;0.686
4313904;Panambi;0.761
3204005;Pancas;0.667
2610202;Panelas;0.569
3535408;Panorama;0.722
4313953;Pantano Grande;0.661
2706406;Pão de Açúcar;0.593
3146909;Papagaios;0.666
4212205;Papanduva;0.704
2207553;Paquetá;0.509
3303609;Paracambi;0.72
3147006;Paracatu;0.744
2310209;Paracuru;0.637
3147105;Pará de Minas;0.725
1505502;Paragominas;0.645
3147204;Paraguaçu;0.715
3535507;Paraguaçu Paulista;0.762
4314001;Paraí;0.773
3303708;Paraíba do Sul;0.702
2107704;Paraibano;0.58
3535606;Paraibuna;0.719
2310258;Paraipaba;0.634
3535705;Paraíso;0.749
4212239;Paraíso;0.7
4118006;Paraíso do Norte;0.746
4314027;Paraíso do Sul;0.676
1716109;Paraíso do Tocantins;0.764
3147303;Paraisópolis;0.729
2310308;Parambu;0.57
2923605;Paramirim;0.615
2310407;Paramoti;0.583
1716208;Paranã;0.595
2408607;Paraná;0.589
4118105;Paranacity;0.717
4118204;Paranaguá;0.75
5006309;Paranaíba;0.721
5216304;Paranaiguara;0.711
5106299;Paranaíta;0.672
3535804;Paranapanema;0.717
4118303;Paranapoema;0.709
3535903;Paranapuã;0.732
2610301;Paranatama;0.537
5106307;Paranatinga;0.667
4118402;Paranavaí;0.763
5006358;Paranhos;0.588
3147402;Paraopeba;0.694
3536000;Parapuã;0.737
